#name                        dt     m1   m2     zl  zs     id      tau     sig
tdc1_rung1_double_pair269.txt -27.97 22.03 23.28 1.034 2.48 32336104 87.44842 0.04736
tdc1_rung1_double_pair270.txt -88.81 19.53 21.87 0.146 2.13 175397 879.66457 0.0101
tdc1_rung1_double_pair271.txt -47.36 21.34 23.09 0.798 4.38 17732836 730.23515 0.00885
tdc1_rung1_double_pair272.txt -66.41 20.46 20.39 0.64 1.26 10296381 187.85366 0.00905
tdc1_rung1_double_pair273.txt -42.13 21.28 22.34 0.468 3.56 4565923 302.24199 0.00682
tdc1_rung1_double_pair274.txt 114.4 20.1 21.47 1.096 2.39 36839066 577.7262 0.00668
tdc1_rung1_double_pair275.txt 7.42 20.28 21.37 0.314 2.57 1537990 917.67322 0.00295
tdc1_rung1_double_pair276.txt -45.19 19.99 21.11 0.814 2.56 18613595 35.5793 0.02168
tdc1_rung1_double_pair277.txt 35.54 19.2 20.28 0.636 1.42 10131191 979.53933 0.00492
tdc1_rung1_double_pair278.txt -45.41 23.09 22.38 0.72 2.73 13817586 491.80603 0.00601
tdc1_rung1_double_pair279.txt -56.4 19.85 21.71 0.222 3.8 582846 52.16588 0.05295
tdc1_rung1_double_pair280.txt 10.33 23.05 22.53 0.444 1.64 3973574 519.13955 0.00384
tdc1_rung1_double_pair281.txt -23.09 18.48 20.67 0.808 1.33 18261524 391.20038 0.02412
tdc1_rung1_double_pair282.txt 108.82 21.36 22.78 1.826 3.54 102073841 884.65061 0.00473
tdc1_rung1_double_pair283.txt -71.41 21.06 23.15 0.85 3.53 20628342 609.45089 0.01059
tdc1_rung1_double_pair284.txt -118.48 19.98 22.0 0.566 2.7 7531472 382.09988 0.00882
tdc1_rung1_double_pair285.txt 46.29 23.03 22.76 0.25 2.01 819592 112.50146 0.02206
tdc1_rung1_double_pair286.txt -14.61 19.62 20.76 0.61 1.73 9090931 194.70753 0.01124
tdc1_rung1_double_pair287.txt -11.48 21.35 21.92 0.572 1.31 7709450 81.99059 0.01211
tdc1_rung1_double_pair288.txt -42.51 22.84 23.2 0.53 2.3 6346605 841.12126 0.00861
tdc1_rung1_double_pair289.txt -15.68 20.14 21.84 0.498 2.58 5372711 82.26192 0.02468
tdc1_rung1_double_pair290.txt 98.21 23.27 21.37 0.364 1.31 2318041 180.25764 0.00624
tdc1_rung1_double_pair291.txt -40.79 21.15 21.24 0.44 1.64 3878964 543.50327 0.01019
tdc1_rung1_double_pair292.txt -18.44 21.38 22.61 0.252 2.0 832147 118.20592 0.00809
tdc1_rung1_double_pair293.txt 49.6 19.96 22.09 0.566 0.75 7535787 351.04022 0.0146
tdc1_rung1_double_pair294.txt 21.52 21.44 22.05 0.9 3.18 23544871 755.84682 0.00413
tdc1_rung1_double_pair295.txt -65.28 19.51 20.14 1.22 2.78 46390769 466.97036 0.00546
tdc1_rung1_double_pair296.txt 41.49 22.18 23.22 1.536 3.43 73921014 668.24272 0.01871
tdc1_rung1_double_pair297.txt -33.51 19.32 20.59 1.264 2.94 49955121 385.05966 0.01552
tdc1_rung1_double_pair298.txt 43.21 19.96 21.83 1.386 2.66 60349310 42.73937 0.01814
tdc1_rung1_double_pair299.txt 31.79 23.21 23.24 1.042 2.28 32921019 48.8385 0.02069
tdc1_rung1_double_pair300.txt 7.54 22.18 22.91 0.704 2.83 13035770 136.39542 0.00751
tdc1_rung1_double_pair301.txt 14.46 22.69 23.14 1.054 4.04 33721267 68.04887 0.04836
tdc1_rung1_double_pair302.txt 50.58 22.5 23.15 1.24 2.63 48015150 983.95279 0.00696
tdc1_rung1_double_pair303.txt 34.65 21.42 22.21 0.952 2.6 26837088 840.77194 0.00768
tdc1_rung1_double_pair304.txt -76.18 19.75 20.36 0.594 2.28 8523991 789.81271 0.00417
tdc1_rung1_double_pair305.txt -13.29 22.6 23.27 0.846 5.03 20346322 150.26899 0.02382
tdc1_rung1_double_pair306.txt -10.13 20.62 20.56 0.654 1.82 10873552 470.71242 0.00445
tdc1_rung1_double_pair307.txt -21.15 21.25 23.22 0.228 2.37 626194 817.18322 0.004
tdc1_rung1_double_pair308.txt -42.56 19.92 20.67 0.51 2.62 5730972 177.96481 0.01768
tdc1_rung1_double_pair309.txt -31.76 20.59 20.68 1.82 3.19 101399987 841.12126 0.00861
tdc1_rung1_double_pair310.txt -9.26 20.39 21.05 0.692 2.26 12478233 60.78817 0.0172
tdc1_rung1_double_pair311.txt -53.56 22.2 23.03 0.714 2.16 13521525 560.95596 0.01144
tdc1_rung1_double_pair312.txt -94.41 22.56 23.16 0.564 4.73 7465447 260.86629 0.01033
tdc1_rung1_double_pair313.txt -13.49 20.71 19.3 1.146 2.14 40558964 745.83114 0.00379
tdc1_rung1_double_pair314.txt -13.55 22.71 22.94 1.062 2.54 34301141 57.06521 0.02968
tdc1_rung1_double_pair315.txt -40.65 22.56 23.1 1.064 3.69 34448558 39.50575 0.01792
tdc1_rung1_double_pair316.txt -27.55 18.72 20.69 0.914 1.45 24448209 376.20163 0.01001
tdc1_rung1_double_pair317.txt 63.92 18.43 20.15 0.976 2.3 28439375 264.76756 0.01331
tdc1_rung1_double_pair318.txt 42.05 20.85 23.06 0.56 2.72 7311858 33.94542 0.04198
tdc1_rung1_double_pair319.txt 76.26 22.11 22.47 0.986 2.03 29106892 501.71637 0.00851
tdc1_rung1_double_pair320.txt -13.69 22.58 22.58 0.918 3.53 24643175 290.50593 0.02137
tdc1_rung1_double_pair321.txt -23.89 21.12 22.5 1.046 2.48 33190963 305.22266 0.01011
tdc1_rung1_double_pair322.txt -54.71 20.37 22.56 0.262 1.37 931055 162.38662 0.01389
tdc1_rung1_double_pair323.txt 100.51 22.01 22.92 1.674 3.4 87050389 290.87942 0.00958
tdc1_rung1_double_pair324.txt -11.88 19.65 21.0 0.51 2.42 5718982 488.87863 0.00415
tdc1_rung1_double_pair325.txt 26.12 21.58 22.05 0.996 2.96 29729386 903.35852 0.01374
tdc1_rung1_double_pair326.txt 45.14 20.56 21.46 1.03 1.6 32109921 97.87454 0.01097
tdc1_rung1_double_pair327.txt 38.68 19.96 20.85 0.206 1.67 470094 691.33169 0.00915
tdc1_rung1_double_pair328.txt -51.36 20.35 21.87 0.908 2.51 24066088 50.39801 0.02093
tdc1_rung1_double_pair329.txt -87.37 22.54 23.04 0.564 3.09 7468245 132.28985 0.03916
tdc1_rung1_double_pair330.txt 32.78 21.72 23.06 0.32 1.35 1628215 589.40592 0.00369
tdc1_rung1_double_pair331.txt -26.04 20.52 22.16 0.46 1.54 4360851 195.9597 0.01483
tdc1_rung1_double_pair332.txt -73.42 20.08 20.81 1.238 2.02 47857189 35.04604 0.07917
tdc1_rung1_double_pair333.txt 37.21 22.56 23.24 0.488 2.13 5108625 573.18993 0.01241
tdc1_rung1_double_pair334.txt 58.64 21.14 23.1 0.85 2.91 20613539 44.26798 0.04422
tdc1_rung1_double_pair335.txt 99.77 22.31 23.03 1.04 1.5 32812566 828.05227 0.00649
tdc1_rung1_double_pair336.txt 58.61 21.65 21.44 0.542 2.81 6728203 480.58865 0.01806
tdc1_rung1_double_pair337.txt 18.67 21.91 22.12 0.742 2.16 14844968 38.24944 0.04587
tdc1_rung1_double_pair338.txt 41.9 21.67 21.71 0.42 1.38 3425567 80.67596 0.0105
tdc1_rung1_double_pair339.txt -55.69 19.26 21.18 1.066 2.68 34627223 131.38447 0.03511
tdc1_rung1_double_pair340.txt -36.19 20.78 19.6 0.88 2.28 22389517 45.67374 0.01781
tdc1_rung1_double_pair341.txt 116.88 21.12 21.83 0.83 1.24 19509319 156.08559 0.02989
tdc1_rung1_double_pair342.txt 25.46 21.47 22.36 0.514 1.69 5840361 46.36084 0.01664
tdc1_rung1_double_pair343.txt -15.59 21.58 21.54 0.538 2.8 6587356 131.04008 0.02202
tdc1_rung1_double_pair344.txt 18.25 21.42 20.98 0.326 1.27 1713568 113.94569 0.01599
tdc1_rung1_double_pair345.txt -74.56 20.43 20.89 1.234 2.06 47528987 734.66277 0.00324
tdc1_rung1_double_pair346.txt 35.3 21.8 22.82 0.994 1.46 29604685 595.90727 0.01698
tdc1_rung1_double_pair347.txt 14.71 21.98 21.94 0.816 2.35 18701289 548.79348 0.01596
tdc1_rung1_double_pair348.txt 92.17 19.02 20.36 0.576 1.86 7880125 157.39622 0.03058
tdc1_rung1_double_pair349.txt -103.09 22.89 23.28 0.61 1.21 9128864 31.63449 0.0427
tdc1_rung1_double_pair350.txt -5.65 21.98 22.38 0.404 2.69 3053107 393.88787 0.00539
tdc1_rung1_double_pair351.txt 11.27 20.84 21.58 1.358 3.14 57876792 345.02183 0.01017
tdc1_rung1_double_pair352.txt 118.08 21.42 23.13 0.498 2.83 5396774 113.94569 0.01599
tdc1_rung1_double_pair353.txt -57.53 20.3 21.43 0.236 1.54 695190 369.9817 0.00672
tdc1_rung1_double_pair354.txt 56.2 22.87 23.28 0.558 2.63 7248264 708.33634 0.00426
tdc1_rung1_double_pair355.txt 13.87 21.39 21.4 0.62 2.89 9484018 497.40148 0.00602
tdc1_rung1_double_pair356.txt 84.92 22.9 23.28 0.496 3.06 5336283 174.88744 0.02495
tdc1_rung1_double_pair357.txt 52.62 18.9 20.52 1.828 2.22 102247574 106.51844 0.03356
tdc1_rung1_double_pair358.txt 47.26 20.67 20.68 1.768 2.39 96261023 341.98889 0.01357
tdc1_rung1_double_pair359.txt -91.27 21.84 23.15 0.844 3.21 20296395 58.48972 0.01886
tdc1_rung1_double_pair360.txt -7.92 21.4 21.29 0.084 1.89 34331 971.62754 0.00269
tdc1_rung1_double_pair361.txt 44.37 22.73 23.07 1.79 2.98 98416650 275.74003 0.02556
tdc1_rung1_double_pair362.txt -8.2 21.48 23.25 0.34 1.18 1908913 235.73714 0.00639
tdc1_rung1_double_pair363.txt -21.83 21.52 22.76 0.922 3.66 24890011 97.3592 0.0358
tdc1_rung1_double_pair364.txt -39.3 21.98 23.06 1.128 2.22 39210778 233.99551 0.03017
tdc1_rung1_double_pair365.txt -63.96 22.77 23.07 0.834 2.45 19701024 34.32065 0.08395
tdc1_rung1_double_pair366.txt 24.14 20.16 20.48 0.166 1.7 254175 518.46427 0.01604
tdc1_rung1_double_pair367.txt -77.37 19.87 21.51 0.724 1.15 14014515 83.96736 0.01099
tdc1_rung1_double_pair368.txt -13.85 20.14 20.43 1.014 1.82 30969116 548.99785 0.00532
tdc1_rung1_double_pair369.txt -26.86 20.74 22.94 0.742 1.16 14872262 369.20591 0.00881
tdc1_rung1_double_pair370.txt -34.54 19.27 20.71 0.77 2.87 16255238 107.23794 0.01543
tdc1_rung1_double_pair371.txt 104.22 19.6 20.48 1.168 3.61 42276315 485.5498 0.02137
tdc1_rung1_double_pair372.txt -53.96 21.41 22.98 1.518 3.06 72249948 148.74456 0.03188
tdc1_rung1_double_pair373.txt -34.46 21.03 21.37 0.772 2.54 16386429 34.32065 0.08395
tdc1_rung1_double_pair374.txt -26.53 20.54 21.53 0.666 2.08 11377781 76.32394 0.01447
tdc1_rung1_double_pair375.txt -55.81 21.79 21.3 1.156 2.37 41365439 397.46114 0.01087
tdc1_rung1_double_pair376.txt -28.16 20.54 21.81 0.456 1.76 4267700 50.92916 0.02824
tdc1_rung1_double_pair377.txt -19.63 21.22 22.99 1.214 2.88 45848674 530.4603 0.01639
tdc1_rung1_double_pair378.txt 39.16 21.77 22.28 1.55 3.08 75219046 835.68567 0.00351
tdc1_rung1_double_pair379.txt -64.61 22.09 23.03 1.118 1.71 38462288 548.99785 0.00532
tdc1_rung1_double_pair380.txt -94.59 20.52 22.15 0.84 2.2 20064043 178.00282 0.01218
tdc1_rung1_double_pair381.txt 43.75 19.63 20.81 0.536 1.86 6534346 37.87739 0.04131
tdc1_rung1_double_pair382.txt 11.15 20.61 20.93 1.586 4.68 78575134 275.74003 0.02556
tdc1_rung1_double_pair383.txt 37.54 19.78 20.89 0.936 2.53 25802284 45.81254 0.05339
tdc1_rung1_double_pair384.txt -20.01 21.3 20.93 1.494 3.13 70079718 50.78152 0.03527
tdc1_rung1_double_pair385.txt 99.38 20.58 22.53 1.012 3.53 30851854 52.87079 0.06099
tdc1_rung1_double_pair386.txt 117.69 20.87 20.96 0.878 2.71 22268233 420.10704 0.01156
tdc1_rung1_double_pair387.txt 102.42 21.78 23.22 0.43 2.1 3652630 82.96789 0.01704
tdc1_rung1_double_pair388.txt 16.23 21.69 20.84 0.696 2.78 12680697 159.86299 0.00978
tdc1_rung1_double_pair389.txt 12.25 18.64 20.61 0.458 1.36 4296186 573.18993 0.01241
tdc1_rung1_double_pair390.txt 91.04 19.17 20.65 1.256 2.65 49329230 333.83708 0.00918
tdc1_rung1_double_pair391.txt 41.84 21.81 23.03 0.166 1.48 253118 225.21185 0.00883
tdc1_rung1_double_pair392.txt 23.39 19.68 20.96 0.912 1.93 24288667 132.75321 0.02923
tdc1_rung1_double_pair393.txt -25.51 20.79 21.4 2.094 4.99 129368994 74.78897 0.01573
tdc1_rung1_double_pair394.txt 31.52 21.58 20.02 0.54 1.76 6663880 689.9982 0.00511
tdc1_rung1_double_pair395.txt -19.26 20.95 21.01 0.452 2.05 4157986 36.37725 0.01421
tdc1_rung1_double_pair396.txt -41.65 20.17 21.39 0.662 1.71 11205969 500.69286 0.00776
tdc1_rung1_double_pair397.txt -15.63 21.16 21.57 0.324 1.18 1688059 225.12584 0.0054
tdc1_rung1_double_pair398.txt 5.86 20.23 20.28 0.35 0.55 2080519 48.8385 0.02069
tdc1_rung1_double_pair399.txt 91.59 22.06 22.35 1.256 2.07 49324905 34.28175 0.05409
tdc1_rung1_double_pair400.txt -65.3 20.99 22.06 0.634 2.07 10070500 118.58344 0.01927
tdc1_rung1_double_pair401.txt -58.53 21.31 23.29 0.62 1.57 9507660 130.84803 0.03732
tdc1_rung1_double_pair402.txt -69.38 19.42 21.61 1.184 1.97 43533243 50.37067 0.04537
tdc1_rung1_double_pair403.txt 52.55 20.41 21.66 0.682 2.26 12081303 334.07372 0.0239
tdc1_rung1_double_pair404.txt -28.3 20.71 23.11 0.812 1.78 18475875 107.23794 0.01543
tdc1_rung1_double_pair405.txt -112.69 18.28 20.53 1.24 2.1 48025025 97.3592 0.0358
tdc1_rung1_double_pair406.txt -18.86 21.77 22.64 0.716 1.57 13573256 331.9623 0.00706
tdc1_rung1_double_pair407.txt 29.91 20.98 22.05 0.654 4.28 10863037 815.20115 0.01489
tdc1_rung1_double_pair408.txt -15.72 19.81 21.18 0.864 3.25 21364003 159.94551 0.02171
tdc1_rung1_double_pair409.txt -42.06 22.62 22.53 1.154 1.98 41185054 952.99764 0.01059
tdc1_rung1_double_pair410.txt -21.2 19.8 21.94 0.082 1.48 32444 63.36309 0.0581
tdc1_rung1_double_pair411.txt -26.7 22.32 23.19 1.27 1.79 50469384 116.41728 0.01427
tdc1_rung1_double_pair412.txt -82.47 22.24 23.02 0.466 2.94 4528371 175.03389 0.00908
tdc1_rung1_double_pair413.txt 44.13 22.99 23.29 0.518 1.56 5974486 62.18598 0.02382
tdc1_rung1_double_pair414.txt -73.52 19.47 20.35 0.312 1.6 1520229 93.19644 0.02102
tdc1_rung1_double_pair415.txt -17.89 23.25 22.91 0.544 4.22 6775719 345.98879 0.00482
tdc1_rung1_double_pair416.txt 37.48 21.97 23.27 0.386 1.16 2725287 264.76756 0.01331
tdc1_rung1_double_pair417.txt 12.82 21.46 23.29 0.344 2.57 1976304 680.19367 0.01526
tdc1_rung1_double_pair418.txt -72.63 19.25 20.55 0.82 1.94 18954988 855.26776 0.01225
tdc1_rung1_double_pair419.txt -35.44 23.26 22.92 0.604 1.92 8893993 78.82427 0.0401
tdc1_rung1_double_pair420.txt -7.6 21.86 23.27 0.072 1.19 21703 132.17146 0.03138
tdc1_rung1_double_pair421.txt 71.73 21.46 23.28 1.154 2.86 41214403 600.63996 0.00353
tdc1_rung1_double_pair422.txt 42.85 21.84 22.95 0.664 2.07 11301365 375.87859 0.01029
tdc1_rung1_double_pair423.txt -15.07 21.14 21.56 0.302 0.66 1382130 127.38661 0.03537
tdc1_rung1_double_pair424.txt 21.27 22.92 23.18 0.684 4.23 12139772 111.36159 0.01132
tdc1_rung1_double_pair425.txt 15.98 22.04 23.16 0.364 2.09 2306924 341.98889 0.01357
tdc1_rung1_double_pair426.txt -98.5 19.65 20.53 0.496 2.62 5342194 780.28961 0.01122
tdc1_rung1_double_pair427.txt 61.52 19.65 21.66 0.862 2.44 21313423 35.95159 0.01584
tdc1_rung1_double_pair428.txt 76.66 19.21 20.99 1.096 2.14 36836789 483.13453 0.01119
tdc1_rung1_double_pair429.txt 33.1 22.19 23.15 0.502 3.44 5506817 393.29383 0.0118
tdc1_rung1_double_pair430.txt 41.88 20.57 19.28 0.686 3.69 12256139 180.25764 0.00624
tdc1_rung1_double_pair431.txt -63.0 20.02 21.55 1.216 2.64 46040784 498.62332 0.01124
tdc1_rung1_double_pair432.txt 21.59 22.42 23.28 0.35 3.42 2074187 395.56307 0.02257
tdc1_rung1_double_pair433.txt 13.15 20.77 21.89 1.18 4.18 43161680 68.04887 0.04836
tdc1_rung1_double_pair434.txt 12.4 20.03 20.91 0.474 2.7 4725193 69.16121 0.04918
tdc1_rung1_double_pair435.txt -41.01 19.61 20.89 0.682 1.27 12074916 132.28985 0.03916
tdc1_rung1_double_pair436.txt 43.75 21.48 21.08 1.242 3.62 48156603 331.5565 0.01139
tdc1_rung1_double_pair437.txt -52.76 19.96 20.56 0.95 2.69 26714765 817.18322 0.004
tdc1_rung1_double_pair438.txt -10.58 22.68 23.03 0.72 2.03 13795863 434.36823 0.01086
tdc1_rung1_double_pair439.txt -38.89 20.25 21.34 1.022 2.26 31515336 56.67209 0.04422
tdc1_rung1_double_pair440.txt 13.43 23.09 23.1 1.066 1.97 34642956 33.31565 0.02732
tdc1_rung1_double_pair441.txt -20.74 22.82 22.83 1.28 2.09 51281593 49.58007 0.01504
tdc1_rung1_double_pair442.txt 10.34 19.42 20.65 1.19 2.09 43979024 368.70067 0.01185
tdc1_rung1_double_pair443.txt 58.83 21.2 21.68 0.394 2.45 2885108 124.37935 0.02066
tdc1_rung1_double_pair444.txt 68.84 22.54 23.02 1.0 3.58 30032549 51.81047 0.02927
tdc1_rung1_double_pair445.txt -55.06 19.18 20.54 0.532 2.2 6412163 75.61802 0.01593
tdc1_rung1_double_pair446.txt -27.55 22.48 21.87 1.24 4.13 47977879 39.24239 0.03453
tdc1_rung1_double_pair447.txt -31.08 20.61 20.84 1.446 2.32 65683533 381.32308 0.00856
tdc1_rung1_double_pair448.txt 12.16 20.95 21.76 0.194 1.75 394666 140.83081 0.04121
tdc1_rung1_double_pair449.txt 76.24 21.96 22.91 1.154 3.98 41216885 48.89147 0.0233
tdc1_rung1_double_pair450.txt -113.44 20.22 21.85 0.57 0.87 7675443 359.11792 0.00896
tdc1_rung1_double_pair451.txt -13.06 22.05 22.74 1.408 5.06 62213182 538.19041 0.01175
tdc1_rung1_double_pair452.txt 40.13 22.24 23.28 1.212 2.45 45709296 368.70067 0.01185
tdc1_rung1_double_pair453.txt 61.37 20.62 23.12 0.694 2.4 12616322 299.41784 0.00787
tdc1_rung1_double_pair454.txt -16.05 20.86 21.7 0.204 1.42 456098 94.28275 0.01944
tdc1_rung1_double_pair455.txt 119.0 20.02 21.31 0.65 1.92 10722580 220.09035 0.00861
tdc1_rung1_double_pair456.txt -65.55 19.76 20.95 0.488 3.07 5114854 94.02511 0.01515
tdc1_rung1_double_pair457.txt 99.62 20.52 21.8 0.224 1.16 599751 174.78464 0.01788
tdc1_rung1_double_pair458.txt -99.69 20.52 21.89 0.522 1.73 6109658 333.63066 0.00448
tdc1_rung1_double_pair459.txt 61.03 20.36 20.64 0.942 2.58 26205593 680.19367 0.01526
tdc1_rung1_double_pair460.txt -32.41 21.17 21.76 0.636 2.02 10129185 182.38571 0.01278
tdc1_rung1_double_pair461.txt 97.28 21.34 22.81 0.406 2.55 3131030 311.19394 0.00646
tdc1_rung1_double_pair462.txt 30.48 22.16 22.89 0.83 2.51 19471264 420.10704 0.01156
tdc1_rung1_double_pair463.txt 16.52 22.76 22.85 0.424 1.81 3508975 66.59809 0.01232
tdc1_rung1_double_pair464.txt -49.76 19.59 21.82 0.254 0.49 852523 60.85387 0.02495
tdc1_rung1_double_pair465.txt -82.94 19.01 20.53 0.888 1.6 22873620 491.80603 0.00601
tdc1_rung1_double_pair466.txt 55.66 19.92 20.72 1.774 3.27 96870525 828.05227 0.00649
tdc1_rung1_double_pair467.txt 89.26 23.25 22.59 1.196 2.77 44478273 198.23249 0.01191
tdc1_rung1_double_pair468.txt 8.28 20.46 22.13 0.524 3.36 6129543 885.05732 0.00887
tdc1_rung1_double_pair469.txt 29.77 18.47 20.36 0.146 1.99 176372 62.7965 0.01317
tdc1_rung1_double_pair470.txt 53.19 21.58 22.5 1.052 2.16 33640125 107.29893 0.04499
tdc1_rung1_double_pair471.txt 66.23 20.6 22.03 0.27 4.13 1015671 88.72695 0.05211
tdc1_rung1_double_pair472.txt -25.11 20.44 22.32 1.12 4.07 38543314 66.14515 0.01066
tdc1_rung1_double_pair473.txt -45.02 20.43 20.61 0.734 1.93 14479421 602.50499 0.00438
tdc1_rung1_double_pair474.txt -31.55 22.03 22.01 0.632 2.81 9962561 922.36099 0.00462
tdc1_rung1_double_pair475.txt -91.52 20.34 21.87 1.39 2.24 60728291 62.32131 0.01213
tdc1_rung1_double_pair476.txt -17.45 21.85 22.39 0.728 3.19 14163043 190.34784 0.0298
tdc1_rung1_double_pair477.txt 87.21 19.89 22.04 0.864 2.54 21453048 679.02458 0.0066
tdc1_rung1_double_pair478.txt 41.2 22.64 22.93 0.328 1.21 1740696 224.69197 0.00892
tdc1_rung1_double_pair479.txt -70.89 21.56 22.64 0.654 3.0 10879293 273.0681 0.01511
tdc1_rung1_double_pair480.txt 104.09 22.35 23.19 0.694 2.74 12620177 592.79171 0.0033
tdc1_rung1_double_pair481.txt 17.87 22.36 23.24 0.45 1.62 4111026 963.37531 0.00948
tdc1_rung1_double_pair482.txt -20.0 19.74 21.03 1.16 2.17 41616222 560.95596 0.01144
tdc1_rung1_double_pair483.txt 72.9 22.82 23.25 0.778 2.47 16695192 347.86937 0.01002
tdc1_rung1_double_pair484.txt 15.94 20.74 20.87 0.556 1.59 7172392 34.69556 0.06193
tdc1_rung1_double_pair485.txt 97.19 17.97 20.07 0.778 1.67 16700690 224.69197 0.00892
tdc1_rung1_double_pair486.txt 79.07 21.64 23.21 0.978 2.87 28559244 93.14916 0.01024
tdc1_rung1_double_pair487.txt -33.82 21.01 21.79 0.46 1.35 4365918 161.32291 0.02323
tdc1_rung1_double_pair488.txt 43.99 20.34 21.91 1.038 2.86 32643291 76.40426 0.0318
tdc1_rung1_double_pair489.txt 106.6 21.65 23.15 1.184 3.51 43542988 73.69901 0.02818
tdc1_rung1_double_pair490.txt -119.53 19.55 20.98 1.248 2.5 48655194 34.08501 0.04126
tdc1_rung1_double_pair491.txt 16.65 20.17 20.8 0.668 2.82 11422164 33.94542 0.04198
tdc1_rung1_double_pair492.txt 28.24 20.86 22.89 0.648 1.14 10625005 32.55236 0.01918
tdc1_rung1_double_pair493.txt 50.13 20.6 21.63 0.606 2.27 8962890 137.21628 0.00683
tdc1_rung1_double_pair494.txt -11.76 20.91 22.64 0.52 3.16 6008056 51.58375 0.06462
tdc1_rung1_double_pair495.txt 40.31 21.19 20.93 0.6 2.47 8747068 109.3798 0.00913
tdc1_rung1_double_pair496.txt -27.9 20.92 21.3 0.77 1.95 16259272 118.10024 0.01864
tdc1_rung1_double_pair497.txt -27.92 21.92 23.26 0.532 2.42 6405321 54.20731 0.04609
tdc1_rung1_double_pair498.txt 47.06 21.82 22.32 1.368 3.34 58815430 370.88263 0.00837
tdc1_rung1_double_pair499.txt -95.15 19.26 20.2 0.92 2.26 24836761 186.127 0.00705
tdc1_rung1_double_pair500.txt -51.9 22.94 22.46 0.674 3.67 11724845 99.0767 0.04665
tdc1_rung1_double_pair501.txt 50.25 20.4 20.95 0.806 2.78 18176594 290.87942 0.00958
tdc1_rung1_double_pair502.txt -108.85 21.51 22.56 1.472 1.72 68097021 391.20038 0.02412
tdc1_rung1_double_pair503.txt 11.63 20.68 21.46 0.57 1.25 7642074 382.03113 0.01321
tdc1_rung1_double_pair504.txt 11.56 22.69 22.77 0.736 3.26 14552905 107.34108 0.03096
tdc1_rung1_double_pair505.txt 10.27 20.36 20.69 0.898 2.72 23409700 58.33856 0.04248
tdc1_rung1_double_pair506.txt 22.38 22.44 23.11 0.686 2.7 12239648 366.66096 0.01134
tdc1_rung1_double_pair507.txt 81.14 19.9 21.03 0.342 2.66 1958341 459.4474 0.0042
tdc1_rung1_double_pair508.txt -37.52 20.91 21.75 0.522 3.15 6084062 831.65811 0.01225
tdc1_rung1_double_pair509.txt 21.27 20.64 20.99 0.372 3.73 2451907 604.81193 0.01632
tdc1_rung1_double_pair510.txt 116.94 20.09 21.56 0.57 1.76 7673923 36.42937 0.01654
tdc1_rung1_double_pair511.txt 25.16 20.49 21.63 0.23 2.14 641127 88.67656 0.02137
tdc1_rung1_double_pair512.txt 76.66 21.3 22.66 1.514 5.31 71881869 227.13148 0.01918
tdc1_rung1_double_pair513.txt 50.58 21.82 22.26 0.718 1.86 13714346 169.5819 0.0125
tdc1_rung1_double_pair514.txt 41.7 20.86 21.99 0.764 2.22 15994766 439.63844 0.01947
tdc1_rung1_double_pair515.txt 97.53 20.88 21.94 0.542 3.93 6732902 254.14758 0.019
tdc1_rung1_double_pair516.txt -97.22 21.23 23.13 1.316 1.95 54335513 77.28204 0.01805
tdc1_rung1_double_pair517.txt -17.02 22.97 22.5 0.45 1.63 4118107 94.31121 0.01152
tdc1_rung1_double_pair518.txt -28.69 20.88 23.12 0.834 2.12 19685180 339.9333 0.0242
tdc1_rung1_double_pair519.txt 98.0 22.3 23.05 0.966 3.26 27752283 911.68534 0.00749
tdc1_rung1_double_pair520.txt 6.45 19.02 20.36 0.08 2.43 29765 858.32086 0.0106
tdc1_rung1_double_pair521.txt 111.46 20.26 22.32 0.922 3.04 24940676 518.46427 0.01604
tdc1_rung1_double_pair522.txt -26.48 22.88 23.12 1.156 2.28 41325463 44.0507 0.01313
tdc1_rung1_double_pair523.txt 7.61 20.26 20.8 0.48 3.0 4867525 703.31674 0.01316
tdc1_rung1_double_pair524.txt 56.59 21.62 22.96 0.728 4.41 14204145 691.05658 0.00502
tdc1_rung1_double_pair525.txt -112.98 20.04 21.72 1.632 3.05 83004686 351.30343 0.01052
tdc1_rung1_double_pair526.txt -91.89 19.67 20.79 0.678 1.81 11903900 609.45089 0.01059
tdc1_rung1_double_pair527.txt -71.18 19.52 20.02 0.942 2.05 26201840 107.98127 0.04443
tdc1_rung1_double_pair528.txt -84.11 20.01 20.8 0.39 3.09 2798982 36.64991 0.02272
tdc1_rung1_double_pair529.txt 45.34 22.02 22.75 0.776 2.65 16579611 254.5195 0.01062
tdc1_rung1_double_pair530.txt -98.75 21.64 22.74 0.498 2.08 5393243 433.85322 0.02372
tdc1_rung1_double_pair531.txt 114.67 21.08 22.17 1.466 3.26 67507483 626.51482 0.00797
tdc1_rung1_double_pair532.txt -73.4 20.87 22.58 0.77 2.85 16270052 275.67727 0.02212
tdc1_rung1_double_pair533.txt 86.85 23.15 23.23 1.17 3.01 42448684 40.57325 0.0393
tdc1_rung1_double_pair534.txt 36.93 19.35 20.5 0.588 2.03 8302939 144.36666 0.03087
tdc1_rung1_double_pair535.txt 108.91 19.75 20.34 0.464 2.45 4473624 33.31565 0.02732
tdc1_rung1_double_pair536.txt 12.14 21.65 23.07 0.686 3.14 12200865 483.13453 0.01119
tdc1_rung1_double_pair537.txt -48.49 22.1 23.18 1.376 2.77 59457816 171.51835 0.02067
